name,platforms,genres,publishers
Goblin Commander: Unleash the Horde,Xbox||GameCube||PlayStation 2,Action||Strategy,Jaleco
Vampire Saga: Break Out,PC,,Alawar Entertainment
4 Elements 2,PC,Puzzle,Playrix Entertainment
Call of Gods,PC,RPG||Strategy,Koram Game
Tomes of Mephistopheles,PC,Action||RPG,Kot-in-Action Creative Artel
Coloropus,PC,Adventure||Puzzle,Pigsels Media
Blox,Android||PC,Arcade||Casual,NerfGames
Call of Thrones,iOS||PC,RPG||Strategy||Massively Multiplayer,Yeepgame||Pearl-In-Palm (Hong Kong) Company
UEFA Euro 2012,PC||PlayStation 3,Sports,Electronic Arts
The Court Jester,PC,Arcade,Steel River Games
Mount & Blade: Warband - Napoleonic Wars,PC,Action,Paradox Interactive||TaleWorlds Entertainment
Curling 2012,PC,Sports,United Indepentend Entertainment
Drawn: Trail of Shadows,PC,Adventure||Puzzle,Big Fish Games
Utility Vehicle Simulator,PC,Simulation,Excalibur Publishing
Avoid,PC,Arcade,Nerf Games
Midnight Mysteries: Haunted Houdini,iOS||PC,Adventure||Puzzle,MumboJumbo||Mumbo Jumbo
The Surprising Adventures of Munchausen,PC||macOS,Adventure||Simulation||Casual||Indie||Puzzle,Dikobraz Games||Playrix Entertainment
House of 1000 Doors: The Palm of Zoroaster,PC,Adventure||Casual||Indie,Alawar Entertainment||Alawar Premium
The Sims 3: Katy Perry's Sweet Treats,PC,Strategy,Electronic Arts
Majestic-12,PC||PlayStation 3,Action||Adventure||Arcade||Indie,Reverb Publishing||Exis
Treasure Hunters,PC,,GFI
"Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness, Episode Three",PC,RPG,Penny Arcade
The Political Machine 2012,PC,Strategy,Stardock Entertainment
0x10c,PC,Simulation,Mojang
The Pinball Arcade,PC||PlayStation 3||Nintendo Switch,Arcade,FarSight Studios
Schoolmates: The Mystery of the Magical Bracelet,PC,Adventure||Casual,GFI||HH-Games
Bus Simulator 2012,PC,Simulation||Racing,Astragon
Void Rim,PC,Strategy,Desert Owl Games
Line of Defense,PC,Action||Shooter||Massively Multiplayer,3000AD
Skylancer: Battle for Horizon,PC,RPG||Strategy,ProSiebenSat.1 Games
Grepolis,PC,Strategy||Massively Multiplayer,InnoGames
Spirit Tales,PC,RPG||Massively Multiplayer,KoramGame
Triple Trouble,PC,,polynauten
Chester,PC,Arcade,Brilliant Blue-G
Lagoonia,PC,Strategy||Massively Multiplayer,InnoGames
Fortune Summoners: Secret of the Elemental Stone,PC,RPG||Arcade,Carpe Fulgur
République: Episode 1 - Exordium,PC,Adventure,Camouflaj
Anime Trumps,PC,,Ngames
Crystal Saga,PC,Action||RPG||Massively Multiplayer,R2Games
Dungeonbowl,PC,Strategy||Sports,Cyanide Studio
All Zombies Must Die! Scorepocalypse,PC,Arcade,doublesix
Dungeon Lords MMXII,PC,RPG,Nordic Games
Knights of the Sky (2012),PC,Strategy||Massively Multiplayer,Atlus
I Am Weapon,PC,Arcade,Sigma Team
Dungeon Blitz,PC,Action||RPG||Massively Multiplayer,Blue Mammoth Games
WSF Squash,PC,Sports,The Squash Game Company
Иван Царевич и Серый Волк,PC,Adventure,1C Company
Time and Eternity,PlayStation 3,RPG,Bandai Namco Entertainment
Tamer Saga,PC,RPG||Massively Multiplayer,PopPace
Secrets of the Titanic 1912-2012,PC,,Avanquest Software
IGT Slots: Diamond Galaxy,PC,,Masque Games
Gears of Glory: Apex Ace,PC,Racing,Domipheus Labs
Frogger: Hyper Arcade Edition,Xbox 360||PlayStation 3,Arcade,Konami
Emergency Ambulance Simulator,iOS||PC,Simulation||Racing,Excalibur Publishing||SkisoSoft OU
Downtown Secrets,PC,,I-play
Colony Defender 2154,PC,Arcade,Ioannis Games
Brain Games: Chess,PC,,GSP Software
Atelier Ayesha: Alchemist of the Ground of Dusk,PlayStation 3,RPG,Koei Tecmo
.hack Versus,PlayStation 3,Arcade||Fighting,Bandai Namco Entertainment
Поле чудес: Официальная игра,PC,,Бука
The Ballads of Reemus: When the Bed Bites,PC,Adventure,ClickShake Games
The eXceed Collection,PC,Arcade,Capcom
Reflexio,PC,Arcade,Box Jellyfish Studios
Zone: Commando,PC,Action||Shooter,Xitol Softworks
48 Chambers,PC,Arcade,Discord Games
Suspect in Sight!,Android||PC,Arcade,Jujubee Games Studio
Foreign Dreams,PC,,GFI
Super Ski Runner,PC,Arcade,Ironzilla
Anno 2070: Deep Ocean,PC,Strategy,Ubisoft Entertainment
MLB 06: The Show,PlayStation 2,Sports,Sony Computer Entertainment
MLB 07: The Show,PlayStation 2||PlayStation 3,Sports,Sony Computer Entertainment
MLB 08: The Show,PlayStation 3||PlayStation 2,Sports,Sony Computer Entertainment
Ice Age Online,PC,Arcade||Massively Multiplayer,Bigpoint
Roll 'n Rock,PC,Arcade,Aiyou Network Technology
Reset,PC,Adventure||Puzzle,Theory Interactive
Here Comes Launchman,PC,Arcade,The Layabouts
Silent Hunter Online,PC,Simulation||Massively Multiplayer,Ubisoft Entertainment
Waren Story,PC,RPG||Massively Multiplayer,Aeria Games
Soul Captor,PC,RPG||Massively Multiplayer,Gamania Digital Entertainment
Family Sports Pack,PC,Sports||Arcade,eGames
Dark Meridian,PC,Action||Strategy,
Loc,PC,Puzzle,Birnam Wood Games
Pro Cycling Manager Season 2012,PC||PlayStation 3,Strategy||Sports,Focus Home Interactive
Insane Zombie Carnage,PC,Arcade,Playberries
Farm Machines Championships,PC,Racing,PlayWay
Skyjacker,PC,Simulation,Digitilus
Miskatonic,PC,Adventure,JackSlawed
Doc Apocalypse,PC,Adventure||Indie,Screen 7||Midian Design
Big Kahuna Reef 3,PC,,TikGames
Circus World,PC,Strategy,Excalibur Publishing
E.X. Troopers,PlayStation 3,Action||Shooter,Capcom
NASCAR: The Game - Inside Line,PlayStation 3,Simulation||Racing,Activision Blizzard
Nuclear Union,PC,Action||Shooter||RPG,1C Company
Ice Age: Continental Drift - Arctic Games,PlayStation 3||PC||Nintendo DS||Nintendo 3DS||Wii||Xbox 360,Sports||Arcade||Family,Activision Blizzard
Starjack Online,PC,Strategy||Massively Multiplayer,Limbo Game Studios
World of Arch,PC,Action||RPG,Finity Games
Shadow of the Game,PC,RPG||Massively Multiplayer,Derail Games
Renaissance Heroes,PC,Action||Shooter||Massively Multiplayer,ChangYou
Pearl Harbor: Fire on the Water,PC,Arcade,Alawar Entertainment
Legend of Zelda: Mystery of Solarus DX,PC,Action,Solarus
Kitaru,PC,RPG,Aoineko
Growlanser IV: Wayfarer of Time,PlayStation 2||PSP||PS Vita,RPG||Strategy,Atlus
Kung Fu Superstar,PlayStation 3,Action,Kinesthetic Games
Tagimoto,PC,Arcade,Trazzy Entertainment
Cities in Motion: Paris,PC,,Paradox Interactive
Caveman Craig 2: The Tribes of Boggdrop,PC,Arcade,Parabox Games
Project Copernicus,PC,RPG||Massively Multiplayer,38 Studios
Frozen Synapse: Red,PC,Strategy,Mode 7 Games
Crusader Kings II: Sword of Islam,PC,Strategy,Paradox Interactive
Baseball Mogul 2013,PC,Strategy||Sports,Sports Mogul
DanceStar Party Hits,PlayStation 3,Arcade,Sony Computer Entertainment
Airline Tycoon 2: Falcon Lines,PC,Strategy,Kalypso Media
Cristiano Ronaldo Freestyle,PC,Sports||Arcade,Iceberg Interactive
Cubelands,PC,Strategy,Upjers
Sacrilegium,PlayStation 4||PC||PlayStation 3,Action,
Hearts of Iron III: Their Finest Hour,PC,Strategy,Paradox Interactive
About to Blow Up!: Part 1,PC,Adventure,Facepuncher Worldwide
AeroflyFS,PC,Simulation,Ikarus
WarBirds: Dogfights 2012,PC,Simulation,iEntertainment Network
Scania: Truck Driving Simulator: The Game,PC,Simulation||Racing,Excalibur Publishing
The Sims 3: Diesel Stuff,PC,Strategy,Electronic Arts
Warkeepers,PC,Action||Shooter||Massively Multiplayer,NovoPlay
Snorms,PC,Arcade,Jean-Baptiste Simillon
Siege Online,PC,RPG||Strategy||Massively Multiplayer,Quant Games
Oliver & Spike: Dimension Jumpers,PC,Arcade,Rock Pocket Games
Maestia,PC,RPG||Massively Multiplayer,Gravity Interactive
Ikariam,Web,Strategy||Massively Multiplayer,Gameforge Productions
God Slayer,PC,Action||RPG||Massively Multiplayer,ChangYou
Fortune Winds: Ancient Trader,PC,Strategy,Legendo Entertainment
Might & Magic: Heroes 6 - Pirates of the Savage Sea,PC,Strategy,Ubisoft Entertainment
Fairy Island,PC,,Big Fish Games
World of Midgard,PC,RPG||Massively Multiplayer,Veraxon
Dragon Knights,PC,Action||RPG||Massively Multiplayer,Aeria Games
Deadly Association,PC,,
Azada: In Libro,PC,,Big Fish Games
Battle Space,PC,Strategy||Massively Multiplayer,Atlus
Pirates Odyssey: To Each His Own,PC,Action||RPG,
Global Soccer,PC,RPG||Sports||Massively Multiplayer,Firekom
Hoodwink,PC,Adventure,E-One Studio
No Man's Land (2012),PlayStation 3,Action||Shooter,Sony Computer Entertainment
Vampires!,macOS||Linux||PC,Casual||Indie||Puzzle,For Kids||CBE Software
Gameglobe,PC,Strategy||Arcade||Massively Multiplayer,Square Enix
Paranormal Agency,PC,,G5 Entertainment
Altitude0,PC,Racing||Arcade,Gugila
Arma 2: Army of the Czech Republic,PC,Action||Shooter||Strategy,Bohemia Interactive
Cartoon Universe,PC,Arcade,Warner Bros. Interactive
City Living: Urban Stories,PC,Strategy,XWired Games
Motor Rock,PC,Racing||Arcade,Yard Team
Combat Mission: Fortress Italy,PC,Strategy,Battlefront.com
DanceStar Party 2,PlayStation 3,Arcade,Sony Computer Entertainment
FIFA Manager 13,PC,Strategy||Sports,Electronic Arts
Furmins,PlayStation 3,Puzzle,Beatshapers
Inferno,PC,Adventure||RPG||Arcade||Indie,Aldorlea Games||Radiangames
Kartuga,PC,RPG||Massively Multiplayer,InnoGames
NBA Live 13,PlayStation 3||PC,Sports,Electronic Arts
Oniken,Xbox One||PC,Arcade,JoyMasher
Planet Cyrene,PC,Action||Shooter||Massively Multiplayer,Creative Kingdom
Ship Simulator Extremes Collection,PC,Simulation,Paradox Interactive
Spellbound (2013),PC,Arcade,One Wheel Wizard
Caribbean!,PC,RPG,Snowbird Game Studios
East vs. West: A Hearts of Iron Game,PC,Strategy,Paradox Interactive
Time Chronicles: The Missing Mona Lisa,PC,,Selectsoft
Wolfram,PC,Action||Shooter,Chain Studios
Call of Duty Online,PC,Action||Shooter,Activision Blizzard
Game of Thrones: Seven Kingdoms,PC,RPG||Massively Multiplayer,Bigpoint
NiGHTS into Dreams HD,PC||PlayStation 3,Arcade,SEGA
Panzer Corps: Afrika Korps,PC,Strategy,Matrix Games
Rambo: The Video Game,PC||PlayStation 3,Action||Shooter,Reef Entertainment
Remnant Knights,PC,RPG||Massively Multiplayer,GameSamba
Rockdude,PC,Arcade,Two Bros. Games
Ultima Forever: Quest for the Avatar,PC,Action||RPG||Massively Multiplayer,Electronic Arts
Shadow Wolf Mysteries: Bane of the Family,PC,,Big Fish Games
ЗИЛ: Грузовой автокросс,PC,Racing||Arcade,
Hot Farm: Africa,PC,Strategy,PlayWay
Infestation: Survivor Stories,PC,Action||Shooter,Arktos Entertainment Group
Knight Age,PC,RPG||Massively Multiplayer,Joymax
Dragon Ball Z: Budokai - HD Collection,Xbox 360||PlayStation 3,Arcade||Fighting,Bandai Namco Entertainment
Criminal Investigation Agents: Petrodollars,PC,,
City of Steam,PC,RPG,Mechanist Games
Alien Arena: Reloaded Edition,PC,Action||Shooter,COR Entertainment
Shoot Many Robots: Arena Kings,PC,Arcade,Demiurge Studios
Judge Dee: The City God Case,PC||PlayStation 3,,Bigben Interactive
Driving Simulator 2012,PC,Simulation||Racing,Excalibur Publishing
Minion Master,PC,Strategy,BitFlip Games
Combat Pilot,PC,Simulation||Massively Multiplayer,Mad Catz Interactive
Crystal Tales,PC,Arcade,PlayWay
JoJo's Bizarre Adventure HD,PlayStation 3,Arcade||Fighting,Capcom
Days Of Extinction,PC,Action||Shooter||RPG,EYESODIC GAMES
Skyrise Runner,PC,Arcade,Ilusis Interactive Graphics
The Raven: Legacy of a Master Thief - Episode 1,PC||PlayStation 3,Adventure,The Adventure Company
Cabela's Hunting Expeditions,PC||PlayStation 3,Sports,Activision Blizzard
Chaos Chronicles,PC,RPG,bitComposer Entertainment
Eternal Fate,PC,Action||RPG,Escalation Studios
Real World Racing,PC,Racing,Playstos Entertainment
Gibbets 2,iOS||PC,Action||Arcade||Casual||Puzzle,HC GLOBAL DISTRIBUTION||Not Doppler
Train Simulator 2013,PC,Simulation,Railsimulator.com
Heaven & Hell: Angelo's Quest,PC,Puzzle,Iplay
Navy Field 2,PC,Strategy||Massively Multiplayer,Nexon
Novus AEterno,PC,Strategy||Massively Multiplayer,Taitale Studios
P3,PC,Arcade,BatCat Games
River Simulator 2012,PC,Simulation,Astragon Entertainment||Astragon
Pockie Pirates,PC,RPG||Massively Multiplayer,Ngames
Aqua Kitty,PC,Arcade,Sony Computer Entertainment
4Hunters,PC,Strategy,
Project: Theralon,PC,RPG||Massively Multiplayer,Infernum Productions
Routine,PC||macOS,Adventure,Lunar Software
Frost Wars: The Rise of Fatty Sparkles,PC,Strategy,Lantern
Ascension: Arenas of War,PC,Action||Shooter,Ludorum Studios
Rekoil,PC,Action||Shooter,505 Games
Jack Keane and the Fire Within,PC,Adventure,Nordic Games Publishing
Tom Clancy's Ghost Recon: Future Soldier - Raven Strike,PlayStation 3,Action||Shooter,Ubisoft Entertainment
Special Forces: Team X,PC,Action||Shooter,Zombie Studios
Might & Magic: Heroes 6 - Danse Macabre,PC,Strategy,Ubisoft Entertainment
UFO Online: Вторжение,PC,RPG||Strategy,
Twisted Lands: Origin,macOS||Android||PC,Adventure||Puzzle,Alawar Entertainment
Dreambear Saga,PC,Arcade,dtp young
Island Forge,PC,RPG||Strategy||Massively Multiplayer,Potential Games
The Sims 3: Sunlit Tides,PC,Strategy,Electronic Arts
Under Defeat HD,PlayStation 3,Arcade,Rising Star Games
Worms Collection,PlayStation 3,Strategy,Mastertronic
Game Stock Car 2012,PC,Simulation||Racing,Reiza Studios
District 187: Sin Streets,PC,Action||Shooter,CJ Games Global
Crusader Kings II: Legacy of Rome,PC,Strategy,Paradox Interactive
Mage Tower,PC,Strategy,Red Button Games
Xulu Universe,PC,Strategy||Racing||Massively Multiplayer,Xulu Entertainment
The West,Web,RPG||Massively Multiplayer,InnoGames
Starlight Story,PC,RPG||Massively Multiplayer,Aeria Games
Kamipara,PlayStation 3,RPG,Nippon Ichi Software
EverQuest II: Chains of Eternity,PC,RPG||Massively Multiplayer,Sony Interactive Entertainment
Cuby the Game,PC,Puzzle,4Enjoy
Depth Hunter 2,PlayStation 3||PC,Sports,BiArt Studio
Swords and Sorcery: Underworld Gold,PC,RPG,Charles Clerc
Disaster Report,PlayStation 2,Action,Agetec
Raw Danger!,PlayStation 2,Action,Agetec
Dragon Fantasy: Book II,PlayStation 3,RPG,Sony Computer Entertainment
Crash Team Racing (2010),PlayStation 3,Racing||Arcade,Activision Blizzard
Diaspora: Shattered Armistice,PC,Simulation,Diaspora Team
Ether Vapor: Remaster,PC,Arcade,Edelweiss
Shopping Marathon,PC,Arcade,Enlight Spftware
Fibrillation,PC,Adventure,Egor Rezenov
Chernobyl 2: The Battle,PC,Action||Shooter,
GUTS,PC,Action||RPG||Sports||Indie,Libredia||Big Men Games||Flux Game Studio
Ir/rational Investigator,PC,Adventure,Tom Jubert
Mercia: Fractured Realms,PlayStation 3,RPG,Lockwood Publishing
Mort the Intern,PC,Arcade,Polymath Games
Pirate Storm: Death or Glory,PC,RPG||Massively Multiplayer,Bigpoint
SmashMuck Champions,PC,Action,Kiz Studios
Terra Militaris,PC,Strategy||Massively Multiplayer,Gala Networks
JoJo's Bizarre Adventure All-Star Battle,PlayStation 3,Arcade||Fighting,Bandai Namco Entertainment
Oozi: Earth Adventure - Episode 4,PC,Arcade,Awesome Games Studio
Camping Manager 2012,PC,Strategy,Excalibur Publishing
Crazy Cars: Hit the Road,PC,Racing||Arcade,
God Eater 2,PC,Action||RPG,Bandai Namco Entertainment
Coasterado,PC,Strategy,bitComposer Online
The Host Holic,PC,Adventure||Strategy,Red Panda Games
The Bridge Project,PC,,Excalibur Publishing
Shadowland Online,PC,Strategy,GameSamba
Strategoria,PC,Strategy||Massively Multiplayer,Ambergames
Assassin's Creed III: Battle Hardened Pack,PC||PlayStation 3,Action,Ubisoft Entertainment
BoomSky,PC,Arcade||Massively Multiplayer,Ngames
Piratoons,PC,,Fishing Cactus
Wings of Destiny (2012),PC,RPG||Massively Multiplayer,IGG
X-Plane 10,PC,Simulation,Aerosoft
Close Combat: Panthers in the Fog,PC,Strategy,Slitherine||Matrix Games
Dragon's Call 2: Revival of the Giant Dragons,PC,RPG||Massively Multiplayer,Ray Media Group
Reversion: The Escape,PC,Adventure,3f Interactivo
Reversion: Chapter 2 - The Meeting,PC,Adventure,3f Interactivo
Shadow Company: The Mercenary War,PC,Action||Shooter,Nexon
UberStrike,PC,Action||Shooter,Cmune
Joyous Rebel,PC,RPG,Axe Productions
Joyous Rebel 2,PC,RPG,Axe Productions
War of the Roses: Brian Blessed,PC,Action,Paradox Interactive
Earth Defense Forces 4,PlayStation 3,Action||Shooter,D3Publisher
SpyParty,PC,,Chris Hecker
Unity of Command: Red Turn,PC,Strategy,
RiotZone,Web||PC,Strategy,Mail.Ru Games
Rugby League Live 2,PlayStation 3,Sports,Tru Blu Entertainment
Knuckleball Online,PC,Sports||Massively Multiplayer,Kru Interactive
Absolute Force Online,PC,Action||Shooter||Massively Multiplayer,NetDragon
Crank,PC,Arcade,Arcoda Games
Dark Matter (2013),PC,Shooter||Arcade,InterWave
HeroDex,PC,Massively Multiplayer,Zero Separation
Hailan Rising,PC,Action||Massively Multiplayer,Gamersfirst
Iliara,PC,Arcade,Total Monkery
Inertial Bash,PC,Arcade,Team Visidious
Robot Misfits,PC,Arcade,Crazy Donkey Games
Smugglers 5: Secession,PC,Strategy,Niels Bauer Games
Crusader Kings II: Sunset Invasion,PC,Strategy,Paradox Interactive
"PixelJunk, Inc.",PC,Arcade||Puzzle,Q-Games
Portal 2: In Motion,PlayStation 3,Puzzle,Valve
The Perfect General,Commodore / Amiga||PC,Strategy,Ubisoft Entertainment||Quantum Quality Products||Killer Bee Software||Kirin Entertainment||Quantum Quality Productions
SplashFighters,PC,Arcade||Fighting,CyberStep
Emergency 2013,PC,Strategy,Deep Silver
Pontification,PC,Arcade,Pontification Team
Scarlet Blade,PC,RPG||Massively Multiplayer,Aeria Games
Tracon! 2012,PC,Simulation,FeelThere
Little Red Riding Hood: A Post Apocalyptic Adventure,PC,,Difference Games
Khan Wars,PC,Strategy||Massively Multiplayer,XS Software
8-Bit Boy,PC||PlayStation 3,Arcade,Awesome Blade Software
Mabinogi II: Arena,PC,RPG||Massively Multiplayer,Nexon
Nemexia,PC,Strategy||Massively Multiplayer,XS Software
Peria Chronicles,PC,RPG||Massively Multiplayer,Nexon
Gem Smashers (2011),PC,Arcade,Red Wagon Games
Into the Dark,PC,Action||Shooter,UIG Entertainment
Partisan Nation,PC,Strategy,Yellow Snow Game
Strategic Command: World War I - Breakthrough,PC,Strategy,Battlefront.com
Macross 30,PlayStation 3,Action||RPG,Bandai Namco Entertainment
Blood Guts & Glory,PC,Action||Shooter,Candella Software
Fantasy Kommander: Eukarion Wars,PC,Strategy,Age of Games
FIFA Online 3,PC,Sports,Nexon
Magical Drop 5,PC,,UTV Ignition Games
"The Sims 3: 70s, 80s, & 90s Stuff Pack",PC,Strategy,Electronic Arts
Cyphers,PC,Massively Multiplayer,Nexon
Erie,PC,Action,Utah Game Forge
Sword of the Stars 2: End of Flesh,PC,Strategy,Paradox Interactive
Cities in Motion: London,PC,,Paradox Interactive
Einherjar: The Viking's Blood,PC,RPG||Strategy,Appirits
Farm Kingdom,PC,Strategy,Mail.Ru Games
Greed Monger,PC,RPG||Massively Multiplayer,Greed Monger Team
I Am Eagle,PC,Arcade,Corgi Industrial
Ironfell,PC,Strategy||Massively Multiplayer,DataSmugglers
Lost in Night,PC,,Rumbic Studio
Scourge of War: Chancellorsville,PC,Strategy,Matrix Games
The Adorables,PC,Arcade,Thumbstar
Coma:Mortuary,PC,Adventure,N A GA Entertainment
Ong-Bak Tri,PC,Arcade,Immanitas Entertainment
Humans VS Vampires,PC,Arcade||Fighting,The Secret Location
Word Bird Supreme,PC,,Funkitron
Gumboy: Crazy Features,PC,Arcade,Cinemax
Mirror War,PC,Arcade,L&K Logic Korea
Red Stone 2: Adventurers of Prominence,PC,RPG||Massively Multiplayer,L&K Logic Korea
Dracula 4: The Shadow of the Dragon,PC,Adventure,Anuman Interactive
AnimalJam,PC,Educational||Massively Multiplayer,National Geographic Games
MLB 13: The Show,PlayStation 3,Sports,Sony Computer Entertainment
MirrorMoon,PC,Adventure,
Space Hulk: Sin of Damnation,PC,Strategy,Full Control
Heroes of the Realm,PC,Action||RPG||Strategy,
Darksiders II: Abyssal Forge,PC||PlayStation 3,Action,THQ
Street Fighter x Mega Man,PC,Arcade,Capcom
City of Secrets,PC,Adventure||Puzzle,Aidem Media
San Goku Shi 12,PlayStation 3,Strategy,Tecmo Koei
Chuzzle,PC,Puzzle,PopCap
The Legend of Heroes: Trails in the Flash,PlayStation 3,RPG,NIHON FALCOM
Extraction,PC,Action||Shooter,WarChest
XCOM: Enemy Unknown - Slingshot,Xbox 360||PC||PlayStation 3,Strategy,2K Games
Senran Kagura: Shinovi Versus,PC,Action,XSEED Games
RAGE: The Scorchers,PC||PlayStation 3,Action||Shooter,Bethesda Softworks
Toki: Arcade Remixed,PlayStation 3||PC,Arcade,Golgoth Studio
Robot Rising,PC,Action||RPG||Strategy,Tencent
Air Cargo Pilot,PC,Simulation,Abacus Software
Bientôt l’été,PC,Adventure,Tale of Tales
Star Wars: The Old Republic - Rise of the Hutt Cartel,PC,RPG||Massively Multiplayer,Electronic Arts
